Date,open,high,low,close,volume,sub_density,diameter,average_shortest_path_length,average_clustering,average_pageRank_score,average_degree_centrality,group,number_of_nodes,number_of_nodes_for_largest_subgraph,number_of_edges_for_largest_subgraph,average_degree,average_degree_sub,bins,pr,pagerank,ci,ci_sum
2015/6/8,0.4499,2.4657,-0.5099,2.17,855000,0.000954751,17,6.842512591,0.000684159,0.000449843,0.000954751,1,5569,2223,2358,1.806069312,2.12145749,"(1.4, 4.2]",0.039244213,0.039244213,96642,384677
2015/6/9,0.2747,0.3035,-1.7327,-0.36,729900,0.000978795,15,6.636079823,0.004685666,0.000448029,0.000978795,2,5745,2232,2437,1.819669278,2.183691756,"(-1.4, 0.0]",0.03581967,0.03581967,91182,301053
2015/6/10,-1.2582,0.9901,-2.1912,-0.15,597000,0.222222222,2,1.777777778,0,0.111111111,0.222222222,2,6358,9,8,1.817867254,1.777777778,"(-1.4, 0.0]",0.468470286,0.468470286,143948,349540
2015/6/11,-0.09,0.3216,-1.0825,0.3,564000,0.000979825,20,7.620234511,0.002092886,0.000464253,0.000979825,1,5751,2154,2272,1.763867154,2.109563603,"(0.0, 1.4]",0.027034217,0.027034217,89910,187086
2015/6/12,0.4247,1.1051,-0.3552,0.87,625600,0.00076911,19,7.52233949,0.004329963,0.0003663,0.00076911,1,7534,2730,2865,1.818157685,2.098901099,"(0.0, 1.4]",0.057642363,0.057642363,130463,267393
2015/6/15,0.1562,0.2022,-2.2764,-2,637800,0.000816437,24,8.178762438,0.001804533,0.000389408,0.000816437,2,6940,2568,2691,1.802017291,2.095794393,"(-4.2, -1.4]",0.039395414,0.039395414,86856,181105
2015/6/16,-1.157,-0.6579,-4.3629,-3.47,550800,0,0,0,0,1,1,2,9419,1,1,1.88639983,2,"(-4.2, -1.4]",1,1,231045,737016
2015/6/17,0.0638,1.9688,-2.4597,1.65,537100,0.000767093,19,7.700906491,0.002305223,0.000361925,0.000767093,1,7360,2763,2927,1.76875,2.118711545,"(1.4, 4.2]",0.02021882,0.02021882,96832,213539
2015/6/18,-0.5108,-0.0228,-3.7647,-3.67,507400,0.000683963,18,7.072659487,0.001842195,0.000318979,0.000683963,2,7978,3135,3360,1.82150915,2.14354067,"(-4.2, -1.4]",0.033979177,0.033979177,249717,529307
2015/6/19,-1.9941,-0.8625,-6.4542,-6.42,452700,1,1,1,0,0.5,1,2,17172,2,1,1.911483811,1,"(-10.0, -4.2]",0.5,0.5,3493152,9151096
2015/6/23,-0.1507,2.2235,-4.7694,2.19,473500,0.000602496,18,6.647209378,0.003687553,0.000280269,0.000602496,1,9004,3568,3834,1.858063083,2.149103139,"(1.4, 4.2]",0.058168293,0.058168293,246325,638261
2015/6/24,0.6137,2.5189,-0.5324,2.48,543000,0.000890491,18,6.68602127,0.003631412,0.000413736,0.000890491,1,7442,2417,2600,1.814028487,2.151427389,"(1.4, 4.2]",0.039897554,0.039897554,121743,319069
2015/6/25,0.4608,0.6514,-4.405,-3.46,572800,0.000524763,21,7.121954393,0.000723287,0.000252143,0.000524763,2,8164,3966,4126,1.829985301,2.08068583,"(-4.2, -1.4]",0.162536808,0.162536808,351456,474574
2015/6/26,-2.8236,-1.5655,-8.5748,-7.4,565200,0.000183551,20,6.477425302,0.002581469,8.25E-05,0.000183551,2,21408,12128,13498,1.968049327,2.225923483,"(-10.0, -4.2]",0.025120625,0.025120625,2391840,9252376
2015/6/29,2.311,2.4948,-7.5801,-3.34,673800,0.000156227,21,5.895581976,0.003331174,6.69E-05,0.000156227,2,21813,14937,17427,2.080777518,2.333400281,"(-4.2, -1.4]",0.027669472,0.027669472,9457056,30157356
2015/6/30,-1.1418,5.5992,-5.0616,5.53,709200,0,0,0,0,1,1,1,17280,1,1,1.996064815,2,"(4.2, 10.0]",1,1,2248592,10465642
2015/7/1,-1.4746,0.9312,-5.4675,-5.23,598800,0.000157151,16,5.81606859,0.00500837,6.79E-05,0.000157151,2,21301,14728,17043,2.077930614,2.314367192,"(-10.0, -4.2]",0.018969,0.017677887,5510715,23512664
2015/7/2,0.1215,0.6583,-6.3756,-3.48,586000,0.000128284,16,5.172093543,0.003281051,5.21E-05,0.000128284,2,26198,19178,23590,2.234903428,2.460110543,"(-4.2, -1.4]",0.018802496,0.018802496,14838332,68549349
2015/7/3,-3.0427,0.367,-7.2381,-5.77,548200,0.000122595,19,5.687937377,0.002637157,5.06E-05,0.000122595,2,27057,19751,23911,2.179177292,2.421244494,"(-10.0, -4.2]",0.02552145,0.02552145,9970470,43777484
2015/7/6,7.8195,7.8195,-0.9189,2.41,831100,0.00013588,19,6.078683506,0.002780756,5.53E-05,0.00013588,1,25242,18092,22237,2.198795658,2.458213575,"(1.4, 4.2]",0.026234827,0.026234827,7966102,30766358
2015/7/7,-3.2081,-0.6712,-5.0455,-1.29,698800,0.000114549,16,5.754399065,0.003039066,4.81E-05,0.000114549,2,27739,20797,24771,2.162010166,2.382170505,"(-1.4, 0.0]",0.018521296,0.018521296,16460855,57273369
2015/7/8,-6.9685,-3.4309,-8.1994,-5.9,680400,0.000101283,17,5.52280271,0.004303526,4.14E-05,0.000101283,2,32552,24170,29583,2.214364709,2.447910633,"(-10.0, -4.2]",0.022168453,0.022168453,14707576,74885182
2015/7/9,-2.131,6.8798,-3.8108,5.76,656900,0.000123348,17,5.906746934,0.002828801,5.29E-05,0.000123348,1,27336,18911,22055,2.105721393,2.332504891,"(4.2, 10.0]",0.01805871,0.01805871,9333180,37413866
2015/7/10,-0.0505,6.7368,-0.8599,4.54,586400,0.00022683,18,6.020593519,0.003093414,9.92E-05,0.00022683,1,17002,10085,11534,1.990001176,2.287357462,"(4.2, 10.0]",0.019518195,0.019518195,2939718,9165758
2015/7/13,1.0621,3.9299,-0.4942,2.39,643500,0.000500817,20,6.460666854,0.003592459,0.000227739,0.000500817,1,10460,4391,4827,1.882600382,2.198588021,"(1.4, 4.2]",0.022065731,0.022065731,279510,1280449
2015/7/14,-0.3026,1.6383,-2.8921,-1.16,670600,0.000590591,17,5.723349183,0.003857562,0.000267165,0.000590591,2,9212,3743,4136,1.871689101,2.209991985,"(-1.4, 0.0]",0.027858391,0.027858391,547072,1843570
2015/7/15,-1.2618,-0.2603,-4.6691,-3.03,601300,2,1,1,0,0.5,2,2,9666,2,2,1.887647424,2,"(-4.2, -1.4]",0.649122638,0.649122638,559344,1845980
2015/7/16,-1.2402,1.8869,-3.0812,0.46,492300,0.111111111,2,1.894736842,0,0.052631579,0.111111111,1,10956,19,19,1.887185104,2,"(0.0, 1.4]",0.475215139,0.475215139,1319712,2134047
2015/7/17,0.2157,4.4806,-0.2362,3.51,481700,0.000718953,16,6.15919207,0.001730641,0.000332779,0.000718953,1,7622,3005,3245,1.845709787,2.159733777,"(1.4, 4.2]",0.050892403,0.050892403,445332,866816
2015/7/20,-0.2257,1.6166,-0.7639,0.88,539100,1,1,1,0,0.5,1,1,7219,2,1,1.867294639,1,"(0.0, 1.4]",0.5,0.5,360472,1048384
2015/7/21,-1.3079,1.2452,-1.9866,0.64,504300,0.000842516,15,7.040107926,0.001075944,0.000393391,0.000842516,1,5944,2542,2721,1.797442799,2.140833989,"(0.0, 1.4]",0.026505773,0.026505773,94612,307465
2015/7/22,-0.5289,0.6139,-1.414,0.21,520700,0.133333333,2,1.875,0,0.0625,0.133333333,1,5679,16,16,1.799260433,2,"(0.0, 1.4]",0.478257771,0.478257771,82592,293693
2015/7/23,-0.0938,2.6469,-0.174,2.43,563600,0.1,2,1.904761905,0,0.047619048,0.1,1,5223,21,21,1.762205629,2,"(1.4, 4.2]",0.473688031,0.473688031,26600,115421
2015/7/24,0.0202,1.4677,-1.9179,-1.29,627400,0.111111111,2,1.894736842,0,0.052631579,0.111111111,2,6015,19,19,1.841064007,2,"(-1.4, 0.0]",0.475215139,0.475215139,54480,174711
2015/7/27,-2.0963,-0.4851,-8.609,-8.48,556000,0.000445,18,6.482873956,0.00338734,0.000201369,0.000445,2,9833,4966,5486,1.922912641,2.209424084,"(-10.0, -4.2]",0.015638087,0.015638087,294996,1325570
2015/7/28,-4.0911,0.9923,-5.0516,-1.68,563300,0.000337482,18,5.621557195,0.003527736,0.000150286,0.000337482,2,10522,6654,7470,1.979851739,2.245266005,"(-4.2, -1.4]",0.032268077,0.032268077,2311686,6563114
2015/7/29,0.7323,3.5236,-1.3906,3.44,434400,0.074074074,2,1.925925926,0,0.037037037,0.074074074,1,8543,27,26,1.899566897,1.925925926,"(1.4, 4.2]",0.4624682,0.4624682,1186768,2297612
2015/7/30,-0.4059,1.4569,-2.7239,-2.2,457900,0.00059882,20,7.038772494,0.002989221,0.000279486,0.00059882,2,7207,3578,3832,1.831552657,2.141978759,"(-4.2, -1.4]",0.02691866,0.02691866,134420,604359
2015/7/31,-1.3519,0.6408,-2.3099,-1.13,351000,0.000547085,19,7.061528242,0.002997684,0.000255232,0.000547085,2,7603,3918,4198,1.846639484,2.142930066,"(-1.4, 0.0]",0.022786989,0.022786989,221064,723533
2015/8/3,-1.3302,-0.4035,-3.1179,-1.11,364000,1,1,1,0,0.5,1,2,6519,2,1,1.903973002,1,"(-1.4, 0.0]",0.5,0.5,190877,584802
2015/8/4,-0.029,3.7021,-0.5966,3.69,362900,0.000799034,20,5.731829519,0.002394526,0.000373552,0.000799034,1,5517,2677,2862,1.830342577,2.138214419,"(1.4, 4.2]",0.051338376,0.051338376,359775,769059
2015/8/5,-0.2901,0.687,-2.1337,-1.65,366400,0.000710589,18,7.198493358,0.002975358,0.000338868,0.000710589,2,5593,2951,3093,1.826211336,2.096238563,"(-4.2, -1.4]",0.086899352,0.086899352,64848,260898
2015/8/6,-1.8695,0.433,-2.1608,-0.89,274100,0.000810889,18,6.822475691,0.005040808,0.000375657,0.000810889,2,5432,2662,2872,1.851620029,2.157776108,"(-1.4, 0.0]",0.028146672,0.028146672,170702,397524
2015/8/7,0.8487,2.6,0.6762,2.26,340800,0.000824859,16,6.140910667,0.001977554,0.000381679,0.000824859,1,5935,2620,2830,1.856107835,2.160305344,"(1.4, 4.2]",0.023841065,0.022245465,158730,555513
2015/8/10,1.1171,5.3261,0.8453,4.92,497300,0.666666667,2,1.5,0,0.25,0.666666667,1,7363,4,4,1.594187152,2,"(4.2, 10.0]",0.541985357,0.541985357,120652,240198
2015/8/11,0.01,1.0671,-0.9479,-0.01,538900,1,1,1,0,0.5,1,2,7900,2,1,1.616455696,1,"(-1.4, 0.0]",0.5,0.5,186558,434726
